,command,orig,intent,entity
5949,лабиринт туда мне,лабиринт мне туда,move_pirate_by_tile,tile
5950,лед быстро идет,лед быстро,move_pirate_by_tile,tile
5951,лабиринт быстрой,лабиринт быстро,move_pirate_by_tile,tile
5952,спрячусь на лед,спрячусь на лед,move_pirate_by_tile,tile
5953,я в сокровищах всплывал,потопчусь на сокровища,move_pirate_by_tile,tile
5954,в ловушку вернусь я,вернусь на ловушка,move_pirate_by_tile,tile
5955,на лошади садитесь,вперед в лошадь,move_pirate_by_tile,tile
5956,вам на ловушку идти стоит,стоит пойти на ловушка,move_pirate_by_tile,tile
5957,потопаю на лед,потопчусь на лед,move_pirate_by_tile,tile
5958,самолет очень приземлился быстро,самолет быстро,move_pirate_by_tile,tile
5959,самолет быстрой езды,самолет быстро,move_pirate_by_tile,tile
5960,в лабиринт вперед,вперед в лабиринт,move_pirate_by_tile,tile
5961,я поднимаюсь на гору,спрячусь на горы,move_pirate_by_tile,tile
5962,попал я в стрельбище,я полез в стрелка,move_pirate_by_tile,tile
5963,затоплю я каннибал,потопчусь на людоед,move_pirate_by_tile,tile
5964,жаль мы добраться не сможем до храма,стоит пойти на крепость,move_pirate_by_tile,tile
5965,садимся мы в самолет,вперед в самолет,move_pirate_by_tile,tile
5966,я опущусь на пистолет,спрячусь на пушка,move_pirate_by_tile,tile
5967,на джунгли вернусь,вернусь на джунгли,move_pirate_by_tile,tile
5968,льда посещение,в гости к лед,move_pirate_by_tile,tile
5969,туда мне крепость,крепость мне туда,move_pirate_by_tile,tile
5970,прямиком в болото,прямиком в болото,move_pirate_by_tile,tile
5971,останься на джунглях,спрячусь на джунгли,move_pirate_by_tile,tile
5972,в пути стрелок,иду на стрелка,move_pirate_by_tile,tile
5973,потопаюсь на болото,потопчусь на болото,move_pirate_by_tile,tile
5974,я иду в лабиринт,иду на лабиринт,move_pirate_by_tile,tile
5975,кто то ко мне приходил,крокодил мне туда,move_pirate_by_tile,tile
5976,я бегу в пустыню,сбегаю в пустыня,move_pirate_by_tile,tile
5977,бегу я по сокровищам,сбегаю в сокровища,move_pirate_by_tile,tile
5978,залез я в воздушный шар,я полез в воздушный шар,move_pirate_by_tile,tile
5979,дальше в стрельбе,вперед в стрелка,move_pirate_by_tile,tile
5980,я иду к джунглям,иду на джунгли,move_pirate_by_tile,tile
5981,в сундуке спрячусь я,спрячусь на сундук,move_pirate_by_tile,tile
5982,стрелка посетил,в гости к стрелка,move_pirate_by_tile,tile
5983,вернусь я к сокровищам,вернусь на сокровища,move_pirate_by_tile,tile
5984,на лошади спрячуся я,спрячусь на лошадь,move_pirate_by_tile,tile
5985,я иду к людоеду,иду на людоед,move_pirate_by_tile,tile
5986,в каннибал дальше,вперед в людоед,move_pirate_by_tile,tile
