,Unnamed: 0,command,orig,intent,entity
9029,8651,на лошадь пойду,пойду на лошадь,move_pirate_by_tile,tile
9030,8652,в лабиринт далее,вперед в лабиринт,move_pirate_by_tile,tile
9031,8653,в крепость прямо,прямиком в крепость,move_pirate_by_tile,tile
9032,8654,к пуле иду я,иду на шар,move_pirate_by_tile,tile
9033,8655,я поднимусь туда,горы мне туда,move_pirate_by_tile,tile
9034,8656,я полез в указатель,я полез в указатель,move_pirate_by_tile,tile
9035,8657,стрелку взломала я,я полез в стрелка,move_pirate_by_tile,tile
9036,8658,я к болоту иду,пойду на болото,move_pirate_by_tile,tile
9037,8659,джунгли джунгли и,через джунгли,move_pirate_by_tile,tile
9038,8660,скорее к горы,скорее к горы,move_pirate_by_tile,tile
9039,8661,я вернусь на самолет,вернусь на самолет,move_pirate_by_tile,tile
9040,8662,скорее деньги,скорее к деньги,move_pirate_by_tile,tile
9041,8663,в бочке спрячусь я,спрячусь на бочка,move_pirate_by_tile,tile
9042,8664,в крепость потусуюсь,потусуюсь в крепость,move_pirate_by_tile,tile
9043,8665,бегу я в каннибал,сбегаю в людоед,move_pirate_by_tile,tile
9044,8666,потопаюсь на крепости,потопчусь на крепость,move_pirate_by_tile,tile
9045,8667,по пустыни бегу я,сбегаю в пустыня,move_pirate_by_tile,tile
9046,8668,я бродю по болотам,потусуюсь в болото,move_pirate_by_tile,tile
9047,8669,в ловушку попал я,я полез в капкан,move_pirate_by_tile,tile
9048,8670,быстротечна пустыня,пустыня быстро,move_pirate_by_tile,tile
9049,8671,сокровище нужно мне,я полез в сокровища,move_pirate_by_tile,tile
9050,8672,я в л трахаться буду д,потусуюсь в лед,move_pirate_by_tile,tile
9051,8673,я на каннибале затоплюсь,потопчусь на людоед,move_pirate_by_tile,tile
9052,8674,туда мне джунгли,джунгли мне туда,move_pirate_by_tile,tile
9053,8675,я тону по пустыне,потопчусь на пустыня,move_pirate_by_tile,tile
9054,8676,на любимые иду я деньги,шагаю к любимой деньги,move_pirate_by_tile,tile
9055,8677,в деньги сбегаю,сбегаю в деньги,move_pirate_by_tile,tile
9056,8678,вернусь на ловушка,вернусь на ловушка,move_pirate_by_tile,tile
9057,8679,я вернусь к сокровищам,вернусь на сокровища,move_pirate_by_tile,tile
9058,8680,я иду любимую в свою пустоту,шагаю к любимой пустышка,move_pirate_by_tile,tile
9059,8681,я в лед пошел,я полез в лед,move_pirate_by_tile,tile
9060,8682,я тушу шар воздушный,потусуюсь в воздушный шар,move_pirate_by_tile,tile
9061,8683,скорее к крепости,скорее к крепость,move_pirate_by_tile,tile
9062,8684,к любимой шагаю лошадь,шагаю к любимой лошадь,move_pirate_by_tile,tile
9063,8685,я вернусь в сундучок,вернусь на сундук,move_pirate_by_tile,tile
9064,8686,я залез в пистолет,я полез в пушка,move_pirate_by_tile,tile
9065,8687,посетить самолет,в гости к самолет,move_pirate_by_tile,tile
9066,8688,я в пулю залез,я полез в шар,move_pirate_by_tile,tile
9067,8689,я к стрелку иду,иду на стрелка,move_pirate_by_tile,tile
9068,8690,скорее к стрелке,скорее к стрелка,move_pirate_by_tile,tile
9069,8691,я в пустышку иду,иду на пустышка,move_pirate_by_tile,tile
9070,8692,в воздушный попал я корабль,я полез в воздушный шар,move_pirate_by_tile,tile
9071,8693,я вернусь место в пустое,вернусь на пустышка,move_pirate_by_tile,tile
9072,8694,я трахнусь в льду,потусуюсь в лед,move_pirate_by_tile,tile
9073,8695,к указатель скорее,скорее к указатель,move_pirate_by_tile,tile
9074,8696,стрелка посетить,в гости к стрелка,move_pirate_by_tile,tile
9075,8697,прям в бочку,прямиком в бочка,move_pirate_by_tile,tile
9076,8698,на каннибал иду я,сбегаю в людоед,move_pirate_by_tile,tile
9077,8699,к болото в гости,в гости к болото,move_pirate_by_tile,tile
9078,8700,я иду к своей пустоте любимой,шагаю к любимой пустышка,move_pirate_by_tile,tile
9079,8701,в людоед сбегаю,сбегаю в людоед,move_pirate_by_tile,tile
9080,8702,к стрелку скорее,скорее к стрелка,move_pirate_by_tile,tile
9081,8703,вернусь я на лед,вернусь на лед,move_pirate_by_tile,tile
9082,8704,любимому иду к своему я сундуку,шагаю к любимой сундук,move_pirate_by_tile,tile
9083,8705,в пустыня потусуюсь,потусуюсь в пустыня,move_pirate_by_tile,tile
9084,8706,думаю мы попасть должны в ловушку,стоит пойти на ловушка,move_pirate_by_tile,tile
9085,8707,в поляну бегу я,сбегаю в поляна,move_pirate_by_tile,tile
9086,8708,на сокровищах спрячуся я,спрячусь на сокровища,move_pirate_by_tile,tile
9087,8709,к деньги лучше,скорее к деньги,move_pirate_by_tile,tile
9088,8710,на сокровища поехать стоит,стоит пойти на сокровища,move_pirate_by_tile,tile
9089,8711,потопчусь на пушка,потопчусь на пушка,move_pirate_by_tile,tile
9090,8712,а вот шарик,воздушный шар мне туда,move_pirate_by_tile,tile
9091,8713,шар воздушный быстрый,воздушный шар быстро,move_pirate_by_tile,tile
9092,8714,посещение льда,в гости к лед,move_pirate_by_tile,tile
9093,8715,к крокодилу вернусь я,вернусь на крокодил,move_pirate_by_tile,tile
9094,8716,по джунглям,через джунгли,move_pirate_by_tile,tile
9095,8717,к лабиринту скорее,скорее к лабиринт,move_pirate_by_tile,tile
9096,8718,я иду к своим любимым деньгам,шагаю к любимой деньги,move_pirate_by_tile,tile
9097,8719,я проведу время в поле,потусуюсь в поляна,move_pirate_by_tile,tile
9098,8720,я вернусь на лед,вернусь на лед,move_pirate_by_tile,tile
9099,8721,я к пуле вернусь,вернусь на шар,move_pirate_by_tile,tile
9100,8722,в пустышку прям в пустышку,прямиком в пустышка,move_pirate_by_tile,tile
